Part Name,Ref Des,Var Status,Qty,PART_NUMBER,DESCRIPTION,MFG_PN,MANUFACTURER,PRT_NUMBER
LABEL_PHOENIX_SILKSCREEN-HP126,LB3_M0,Pref,1,HP126,?,?,?,HP126
"LSF0102DCTR_SOP-LSF0102DCTR,NDF39,SOP65P400X130-8_DS,TI",U82_M0,Pref,1,NDF39,Dual Bidirectional Multi-Voltage Level Translator,LSF0102DCTR,TI,NDF39
"MCP2200_VQFN-MCP2200,NPR--NEEDED,QFN65P500X500X100-21N,MICROCHIP",U29_M0,Pref,1,NPR--NEEDED,USB 2.0 to UART Protocol Converter with GPIO,MCP2200,MICROCHIP,NPR--NEEDED
"R222M00080_TH-R222M00080,Y65J2,TH_RCPT_MALE_5PINS_590X590X510_VERT,RADIALL","J2_M0,J3_M0",Pref,2,Y65J2,"SMP Connector Receptacle, Male Pin 50Ohm Through Hole Solder",R222M00080,RADIALL,Y65J2
"RESONATOR_3PINS_DFN-CSTNE12M0GH5L000R0,NPR--NEEDED,DFN120P320X130X80-3_DS,MURATA",X50_M0,Pref,1,NPR--NEEDED,12 MHz 33pF Ceramic Resonator,CSTNE12M0GH5L000R0,MURATA,NPR--NEEDED
"RES_0402-0,5%,1/16W,N5219","R110_M0,R112_M0",Pref,2,N5219,?,?,?,N5219
"RES_0402-11K,1%,1/16W,DC122",R42_M0,Pref,1,DC122,?,?,?,DC122
"RES_0402-1K,1%,1/16W,J1564","R75_M0,R95_M0",Pref,2,J1564,?,?,?,J1564
"RES_0402-1M,1%,1/16W,WG904",R50_M0,Pref,1,WG904,?,?,?,WG904
"RES_PHOENIX_0402-200K,1%,1/16W,R6832,RC0402FR-07200KL",R83_M0,Pref,1,R6832,?,RC0402FR-07200KL,?,R6832
"RES_PHOENIX_0402-210R,1%,1/16W,F3316,RMCF0402FT210R",R44_M0,Pref,1,F3316,?,RMCF0402FT210R,?,F3316
"RES_PHOENIX_0402-2K2,0.1%,1/16W,6RGFH,RT0402BRE072K2L","R17_M0,R28_M0,R33_M0,R34_M0,R35_M0,R36_M0,R37_M0,R38_M0,R39_M0,R48_M0,R56_M0,R57_M0,R108_M0,R109_M0",Pref,14,6RGFH,?,RT0402BRE072K2L,?,6RGFH
"RES_PHOENIX_0402-2K49,1%,1/16W,8K311,RC0402FR-072K49L","R1_M0,R7_M0,R143_M0",Pref,3,8K311,?,RC0402FR-072K49L,?,8K311
"RES_PHOENIX_0402-324R,1%,1/16W,D9921,RC0402FR-07324RL",R81_M0,Pref,1,D9921,?,RC0402FR-07324RL,?,D9921
"RES_PHOENIX_0402-332R,1%,1/10W,HU081,RK73H1ETTP3320F",R116_M0,Pref,1,HU081,?,RK73H1ETTP3320F,?,HU081
"RES_PHOENIX_0402-4K7,1%,1/16W,9DHJH,RC0402FR-074K7L","R16_M0,R18_M0,R19_M0,R97_M0,R98_M0,R99_M0,R100_M0",Pref,7,9DHJH,?,RC0402FR-074K7L,?,9DHJH
"RES_PHOENIX_0402-500R,0.1%,1/20W,NH06K,PNM0402E5000BST1","R117_M0,R120_M0",Pref,2,NH06K,?,PNM0402E5000BST1,?,NH06K
"RES_PHOENIX_0402-5K76,1%,1/16W,N3DNX,RC0402FR-075K76L",R45_M0,Pref,1,N3DNX,?,RC0402FR-075K76L,?,N3DNX
"RES_PHOENIX_0402-75R,1%,1/16W,86MHX,RMCF0402FT75R0","R3_M0,R138_M0",Pref,2,86MHX,?,RMCF0402FT75R0,?,86MHX
"TPS22917_SOT23-6-TPS22917,4W490,SOT95P280X145-6N_DS,TI",U74_M0,Pref,1,4W490,6V tolerant Load switch,TPS22917,TI,4W490
USB_RECEPTACLE_H-GR8NG,J62_M0,Pref,1,GR8NG,?,?,?,GR8NG
"XTAL4PIN_SMT-TSX-3225 25.0000MF10P-C,4NMK8,EPSON,SMT_XTAL_4PIN_TSX3225_320X250X060",X49_M0,Pref,1,4NMK8,"Crystal, 25M, 10-ppm, 10-ppm, 18pF, SMD",TSX-3225 25.0000MF10P-C,EPSON,4NMK8
